District,Janpad,Sector,Gram_Panchayat,GP_20Sep_Name,Sub_Engineer,Correction
Satna,Sohawal,BHARJUNAKHUAD,SOHAS,Sohas,व्‍ही0के0मिश्रा,
Satna,Sohawal,PHUTAUNDHA,BIRAHULI,Birahuli,आशुतोष वर्मा,
Satna,Sohawal,PHUTAUNDHA,JAMODI,Jamori,आशुतोष वर्मा,
Satna,Sohawal,PHUTAUNDHA,KHAMHARIYA TIWARIYAN,Khamriya,आशुतोष वर्मा,
Satna,Sohawal,PHUTAUNDHA,MAND,Mand,आशुतोष वर्मा,
Satna,Sohawal,PHUTAUNDHA,MATEHNA,Matahena,आशुतोष वर्मा,
Satna,Sohawal,PHUTAUNDHA,NEMEBRAT,Niemi,आशुतोष वर्मा,
Satna,Sohawal,PHUTAUNDHA,PATAUDA,Pataura,आशुतोष वर्मा,
Satna,Sohawal,PHUTAUNDHA,PHUTAUNDHA,Futoundha,आशुतोष वर्मा,
Satna,Sohawal,PHUTAUNDHA,PHUTAUNDHI,Phutaundhi,आशुतोष वर्मा,
Satna,Sohawal,PHUTAUNDHA,RAGAULE,Rangauli,आशुतोष वर्मा,
Satna,Sohawal,PHUTAUNDHA,RAMASTHAN,Ramasthan,आशुतोष वर्मा,
Satna,Sohawal,PHUTAUNDHA,SAKARIYA,Sakariya,आशुतोष वर्मा,
Satna,Sohawal,RAIGAON,BACHAWAI,Bachwai,शिवलाल भारती,
Satna,Sohawal,RAIGAON,DELAURA,Delora,शिवलाल भारती,
Satna,Sohawal,RAIGAON,DELAURI,Dilouri,शिवलाल भारती,
Satna,Sohawal,RAIGAON,DHAURAHARA,Dhaurahra,शिवलाल भारती,
Satna,Sohawal,RAIGAON,ITMA,Itama,शिवलाल भारती,
Satna,Sohawal,RAIGAON,KALHARI,Kalhari,शिवलाल भारती,
Satna,Sohawal,RAIGAON,MASANAHA,Masanha,शिवलाल भारती,
Satna,Sohawal,RAIGAON,MUDAHA,Murahakala,शिवलाल भारती,
Satna,Sohawal,RAIGAON,NARAYANPUR,Narayanpur,शिवलाल भारती,
Satna,Sohawal,RAIGAON,RAIGAON,Raigaon,शिवलाल भारती,
Satna,Sohawal,RAIGAON,SHIVPUR,Shivpur,शिवलाल भारती,
Satna,Sohawal,SEMARIA,BANDHI,Bandhi,कुलदीप पयासी,
Satna,Sohawal,SEMARIA,BHANWAR,Bhawar,कुलदीप पयासी,
Satna,Sohawal,SEMARIA,CHORBARI,Chorwari,कुलदीप पयासी,
Satna,Sohawal,SEMARIA,HADKHAR,Hadhkhar,कुलदीप पयासी,
Satna,Sohawal,SEMARIA,KARASRA,Karsara,कुलदीप पयासी,
Satna,Sohawal,SEMARIA,KHADAURA,Khadaura,कुलदीप पयासी,
Satna,Sohawal,SEMARIA,KHANGARH,Khangarh,कुलदीप पयासी,
Satna,Sohawal,SEMARIA,PADRAUT,Padraut,कुलदीप पयासी,
Satna,Sohawal,SEMARIA,PAIKORI,Pakori,कुलदीप पयासी,
Satna,Sohawal,SEMARIA,SEMARIA,Semariya,कुलदीप पयासी,
Satna,Sohawal,SEMARIA,TIKAR,Teekar,कुलदीप पयासी,
Satna,Sohawal,SOHAWAL,BABUPUR,Babupur,व्हीके मिश्रा अति0,
Satna,Sohawal,SOHAWAL,BARIKALA,Bari Kala,व्हीके मिश्रा अति0,
Satna,Sohawal,SOHAWAL,BATHIYAKALAN,Bathiya Kalan,व्हीके मिश्रा अति0,
Satna,Sohawal,SOHAWAL,BELA,Bela,व्हीके मिश्रा अति0,
Satna,Sohawal,SOHAWAL,BELAHATA,Belahata,व्हीके मिश्रा अति0,
Satna,Sohawal,SOHAWAL,KAIMAUNMULAN,Kaima Unmulan,व्हीके मिश्रा अति0,
Satna,Sohawal,SOHAWAL,KARAHI KOTHAR,Karhi Kothar,व्हीके मिश्रा अति0,
Satna,Sohawal,SOHAWAL,KUNWA,Kuan,व्हीके मिश्रा अति0,
Satna,Sohawal,SOHAWAL,MADHVGARH,Madhavgarh,व्हीके मिश्रा अति0,
Satna,Sohawal,SOHAWAL,SIJAHATA,Sejahata,व्हीके मिश्रा अति0,
Satna,Sohawal,SOHAWAL,SOHAULA,Sohaula,व्हीके मिश्रा अति0,
Satna,Sohawal,SOHAWAL,SOHAWAL,Sohawal,व्हीके मिश्रा अति0,
Satna,Unchahara,BIHATA,AKAHA,Akaha,राज कुमार पाण्डेय अति 0,
Satna,Unchahara,BIHATA,BADARAHA,Badaraha,राज कुमार पाण्डेय अति 0,
Satna,Unchahara,BIHATA,BHARAHATA,Bharhata,राज कुमार पाण्डेय अति 0,
Satna,Unchahara,BIHATA,BHARAHUT,Bharhut,राज कुमार पाण्डेय अति 0,
Satna,Unchahara,BIHATA,BIHATA,Bihata,राज कुमार पाण्डेय अति 0,
Satna,Unchahara,BIHATA,DEVAAR,Dewar,राज कुमार पाण्डेय अति 0,
Satna,Unchahara,BIHATA,GADAULEE,Garauli,राज कुमार पाण्डेय अति 0,
Satna,Unchahara,BIHATA,KHOOJHA,Khungha,राज कुमार पाण्डेय अति 0,
Satna,Unchahara,BIHATA,LAGARAGAVA,Lalgargawon,राज कुमार पाण्डेय अति 0,
Satna,Unchahara,BIHATA,MATAREEPATAURA,Matari Pataura,राज कुमार पाण्डेय अति 0,
Satna,Unchahara,BIHATA,PODEEGARADA,Podie Garada,राज कुमार पाण्डेय अति 0,
Satna,Unchahara,BIHATA,URADANA,Urdana,राज कुमार पाण्डेय अति 0,
Satna,Unchahara,ICHAUL,BAABOOPUR,Babupur,राज कुमार पाण्डेय,
Satna,Unchahara,ICHAUL,BAD_AKHURA,Badkhura,राज कुमार पाण्डेय,
Satna,Unchahara,ICHAUL,BHATANAVARA,Bhatanwara,राज कुमार पाण्डेय,
Satna,Unchahara,ICHAUL,ICHAUL,Ichhoula,राज कुमार पाण्डेय,
Satna,Unchahara,ICHAUL,KARAHEEKALA,Karahi Kalan,दीपक सिंह,
Satna,Unchahara,ICHAUL,KARAHEEKHURD,Karahi Khurd,राज कुमार पाण्डेय,
Satna,Unchahara,ICHAUL,NARAHATHEE,Narahati,राज कुमार पाण्डेय,
Satna,Unchahara,ICHAUL,PATHARAHATA,Pathrahata,राज कुमार पाण्डेय,
Satna,Unchahara,ICHAUL,PIPAREEKALA,Pipari Kala,राज कुमार पाण्डेय,
Satna,Unchahara,ICHAUL,RAMAPURAVA,Rampurwa,राज कुमार पाण्डेय,
Satna,Unchahara,ICHAUL,SAHIJANAAUBAAREE,Sahijana Ubari,राज कुमार पाण्डेय,
Satna,Unchahara,JIGANAHAT,BAANDHEEMAUHAAR,Bandhi Mauhar,दीपक सिंह,
Satna,Unchahara,JIGANAHAT,BADAKHERA,Badkhera,दीपक सिंह,
Satna,Unchahara,JIGANAHAT,BEERAPUR,Bierpur,दीपक सिंह,
Satna,Unchahara,JIGANAHAT,BRHAREE,Bharie,दीपक सिंह,
Satna,Unchahara,JIGANAHAT,GUDHUVA,Ghudhuwa,दीपक सिंह,
Satna,Unchahara,JIGANAHAT,JIGANAHAT,Jiganhat,दीपक सिंह,
Satna,Unchahara,JIGANAHAT,LOHARAURA,Lohraura,दीपक सिंह,
Satna,Unchahara,JIGANAHAT,PATAURA,Patoura,दीपक सिंह,
Satna,Unchahara,JIGANAHAT,PIPAROKHAR,Piprokhar,दीपक सिंह,
Satna,Unchahara,JIGANAHAT,PITHAURAABAAD,Pithaurabad,दीपक सिंह,
Satna,Unchahara,JIGANAHAT,SEMAREE DUBE,Semari Dube,दीपक सिंह,
Satna,Unchahara,JIGANAHAT,TIGHARA,Tighara,दीपक सिंह,
Satna,Unchahara,PARASAMANIYA,AALAMAPUR,Alampur,राकेश ताम्रकार,
Satna,Unchahara,PARASAMANIYA,GADHAUT,Gadhaut,राकेश ताम्रकार,
Satna,Unchahara,PARASAMANIYA,ITAHAKHOKHARRA,Itaha Khokharra,राकेश ताम्रकार,
Satna,Unchahara,PARASAMANIYA,KORABARA,Korbara,राकेश ताम्रकार,
Satna,Unchahara,PARASAMANIYA,PAHAADEE,Pahadi,राकेश ताम्रकार,
Satna,Unchahara,PARASAMANIYA,PARASAMANIYA,Parsmaniya,राकेश ताम्रकार,
Satna,Unchahara,PARASAMANIYA,PATIHAT,Patihat,राकेश ताम्रकार,
Satna,Unchahara,PARASAMANIYA,PIPARIYA,Pipariya,राकेश ताम्रकार,
Satna,Unchahara,PARASAMANIYA,PURAINA,Puraina,राकेश ताम्रकार,
Satna,Unchahara,PARASAMANIYA,RAGALA,Ragla,राकेश ताम्रकार,
Satna,Unchahara,PARASAMANIYA,RAMAPURAPATHA,Rampur Patha,राकेश ताम्रकार,
Satna,Unchahara,PARASAMANIYA,TUSHAGAVA,Tusgawan,राकेश ताम्रकार,
Satna,Unchahara,PONDEE,DEVAGUNA,Devaguna,हरनाम  सिंह,
Satna,Unchahara,PONDEE,DHANENH,Dhaneh,हरनाम  सिंह,
Satna,Unchahara,PONDEE,GOVARAAVAKALA,Govara Kala,हरनाम  सिंह,
Satna,Unchahara,PONDEE,GOVARAAVAKHURD,Govara Khurd,हरनाम  सिंह,
Satna,Unchahara,PONDEE,GUDHA,Gudha,हरनाम  सिंह,
Satna,Unchahara,PONDEE,KUDAHAREEKALA,Kundharii Kala,हरनाम  सिंह,
Satna,Unchahara,PONDEE,KULHARIYAAKHURD,Klahariya Khurd,हरनाम  सिंह,
Satna,Unchahara,PONDEE,MAHAARAAJAPUR,Mahrajpur,हरनाम  सिंह,
Satna,Unchahara,PONDEE,PONDEE,Podie,हरनाम  सिंह,
Satna,Unchahara,PONDEE,SAKHAUNHAAKHURD,Sakhoha Khurd,हरनाम  सिंह,
Satna,Unchahara,PONDEE,TIGHARAPATHA,Tighara Patha,हरनाम  सिंह,
Satna,Unchahara,PONDEE,VICHAVA,Bichava,हरनाम  सिंह,
Satna,Unchahara,SHYAAMANAGAR,AMADAREE,Amdari,राकेश ताम्रकार अति0,
Satna,Unchahara,SHYAAMANAGAR,ATARA,Atara,राकेश ताम्रकार अति0,
Satna,Unchahara,SHYAAMANAGAR,JAANKHEE,Jankhi,राकेश ताम्रकार अति0,
Satna,Unchahara,SHYAAMANAGAR,KHAIREE,Khari,राकेश ताम्रकार अति0,
Satna,Unchahara,SHYAAMANAGAR,KULAGADHEE,Kulgarhi,राकेश ताम्रकार अति0,
Satna,Unchahara,SHYAAMANAGAR,LAALAPUR,Lalpur,राकेश ताम्रकार अति0,
Satna,Unchahara,SHYAAMANAGAR,MAANIKAPUR,Manikpur,राकेश ताम्रकार अति0,
Satna,Unchahara,SHYAAMANAGAR,NANDAHA,Nandaha,राकेश ताम्रकार अति0,
Satna,Unchahara,SHYAAMANAGAR,PATHARAUDHA,Pathraundha,राकेश ताम्रकार अति0,
Satna,Unchahara,SHYAAMANAGAR,SEMAREE,Semari,राकेश ताम्रकार अति0,
Satna,Unchahara,SHYAAMANAGAR,SHYAAMANAGAR,Shyamnagar,राकेश ताम्रकार अति0,
